sampleTime,cpuValue
2019-03-08 20:46:29,3.6
2019-03-08 20:46:32,2.7
2019-03-08 20:46:34,2.7
2019-03-08 20:46:36,2.7
2019-03-08 20:46:38,2.7
2019-03-08 20:46:40,2.7
2019-03-08 20:46:42,2.7
2019-03-08 20:46:44,2.7
2019-03-08 20:46:46,2.7
