sampleTime,Native Heap Size,Native Heap Alloc,Native Heap Free
2019-03-08 19:33:59,160.625,145.58203125,2.1279296875
2019-03-08 19:34:01,160.625,142.5927734375,5.09375
2019-03-08 19:34:04,160.625,142.5361328125,5.150390625
2019-03-08 19:34:07,160.625,142.4453125,5.2578125
2019-03-08 19:34:11,160.625,142.525390625,5.1611328125
2019-03-08 19:34:14,160.625,142.541015625,5.142578125
2019-03-08 19:34:17,160.625,142.4443359375,5.2431640625
2019-03-08 19:34:21,160.625,142.4453125,5.2412109375
2019-03-08 19:34:25,160.625,142.4501953125,5.236328125
